D.ref,403513
D.ref_percent,4.2325922811752115
D.exp_a,1
D.exp_c,0
D.exp_percent_c,0.0
D.fold_c,0.0
D.exp_b,0
D.exp_percent_b,0.0
D.fold_b,0.0
D.exp_percent_a,2.127659574468085
D.fold_a,0.5026847456890707
W.ref,132108
W.ref_percent,1.3857280957032232
W.exp_c,0
W.exp_percent_c,0.0
W.fold_c,0.0
W.exp_b,0
W.exp_percent_b,0.0
W.fold_b,0.0
W.exp_a,0
W.exp_percent_a,0.0
W.fold_a,0.0
N.ref,281396
N.ref_percent,2.951663360421051
N.exp_c,3
N.exp_a,3
N.exp_b,1
N.exp_percent_c,6.666666666666667
N.fold_c,2.258613484200202
N.exp_percent_b,2.127659574468085
N.fold_b,0.7208340907021921
N.exp_percent_a,6.382978723404255
N.fold_a,2.1625022721065763
Q.ref,504225
Q.ref_percent,5.288996495715307
Q.exp_c,1
Q.exp_a,2
Q.exp_percent_c,2.2222222222222223
Q.fold_c,0.4201595187333697
Q.exp_b,0
Q.exp_percent_b,0.0
Q.fold_b,0.0
Q.exp_percent_a,4.25531914893617
Q.fold_a,0.8045607805532611
S.ref,832537
S.ref_percent,8.732778572171817
S.exp_c,11
S.exp_a,4
S.exp_b,1
S.exp_percent_c,24.444444444444443
S.fold_c,2.7991599972934136
S.exp_percent_b,2.127659574468085
S.fold_b,0.24364061871992962
S.exp_percent_a,8.51063829787234
S.fold_a,0.9745624748797185
L.ref,978539
L.ref_percent,10.264245806774278
L.exp_c,2
L.exp_a,2
L.exp_b,2
L.exp_percent_c,4.444444444444445
L.fold_c,0.4330025340499119
L.exp_percent_b,4.25531914893617
L.fold_b,0.41457689430310707
L.exp_percent_a,4.25531914893617
L.fold_a,0.41457689430310707
P.ref,652994
P.ref_percent,6.849487783674195
P.exp_c,2
P.exp_b,14
P.exp_a,8
P.exp_percent_c,4.444444444444445
P.fold_c,0.6488725266490454
P.exp_percent_b,29.78723404255319
P.fold_b,4.348826508392538
P.exp_percent_a,17.02127659574468
P.fold_a,2.48504371908145
Y.ref,187314
Y.ref_percent,1.964803588870875
Y.exp_b,1
Y.exp_c,0
Y.exp_percent_c,0.0
Y.fold_c,0.0
Y.exp_percent_b,2.127659574468085
Y.fold_b,1.08288664908781
Y.exp_a,0
Y.exp_percent_a,0.0
Y.fold_a,0.0
H.ref,263908
H.ref_percent,2.7682254691680006
H.exp_c,1
H.exp_b,3
H.exp_a,1
H.exp_percent_c,2.2222222222222223
H.fold_c,0.8027605579722228
H.exp_percent_b,6.382978723404255
H.fold_b,2.305801602686172
H.exp_percent_a,2.127659574468085
H.fold_a,0.7686005342287239
K.ref,412388
K.ref_percent,4.325685332688868
K.exp_c,1
K.exp_b,3
K.exp_a,4
K.exp_percent_c,2.2222222222222223
K.fold_c,0.513727201890776
K.exp_percent_b,6.382978723404255
K.fold_b,1.4755994096862712
K.exp_percent_a,8.51063829787234
K.fold_a,1.967465879581695
R.ref,651714
R.ref_percent,6.836061405540395
R.exp_c,5
R.exp_a,9
R.exp_b,8
R.exp_percent_c,11.11111111111111
R.fold_c,1.6253673646210862
R.exp_percent_b,17.02127659574468
R.fold_b,2.48992447346209
R.exp_percent_a,19.148936170212767
R.fold_a,2.801165032644851
E.ref,591490
E.ref_percent,6.204350314345078
E.exp_c,1
E.exp_percent_c,2.2222222222222223
E.fold_c,0.35817162307618616
E.exp_b,0
E.exp_percent_b,0.0
E.fold_b,0.0
E.exp_a,0
E.exp_percent_a,0.0
E.fold_a,0.0
V.ref,547729
V.ref_percent,5.745325522537854
V.exp_c,2
V.exp_a,1
V.exp_b,1
V.exp_percent_c,4.444444444444445
V.fold_c,0.7735757403144012
V.exp_percent_b,2.127659574468085
V.fold_b,0.3703288118526389
V.exp_percent_a,2.127659574468085
V.fold_a,0.3703288118526389
G.ref,723349
G.ref_percent,7.58746655992696
G.exp_c,4
G.exp_a,4
G.exp_b,3
G.exp_percent_c,8.88888888888889
G.fold_c,1.17152264444042
G.exp_percent_b,6.382978723404255
G.fold_b,0.8412529627630676
G.exp_percent_a,8.51063829787234
G.fold_a,1.1216706170174233
A.ref,790662
A.ref_percent,8.293536709396115
A.exp_c,4
A.exp_a,2
A.exp_b,3
A.exp_percent_c,8.88888888888889
A.fold_c,1.0717850779894993
A.exp_percent_b,6.382978723404255
A.fold_b,0.7696329017477787
A.exp_percent_a,4.25531914893617
A.fold_a,0.5130886011651857
C.ref,262512
C.ref_percent,2.7535823255158247
C.exp_c,0
C.exp_percent_c,0.0
C.fold_c,0.0
C.exp_b,0
C.exp_percent_b,0.0
C.fold_b,0.0
C.exp_a,0
C.exp_percent_a,0.0
C.fold_a,0.0
T.ref,489087
T.ref_percent,5.130208595567281
T.exp_c,4
T.exp_b,1
T.exp_a,1
T.exp_percent_c,8.88888888888889
T.fold_c,1.7326564258165384
T.exp_percent_b,2.127659574468085
T.fold_b,0.41473159128587356
T.exp_percent_a,2.127659574468085
T.fold_a,0.41473159128587356
I.ref,334080
I.ref_percent,3.504284692921949
I.exp_c,1
I.exp_b,1
I.exp_a,1
I.exp_percent_c,2.2222222222222223
I.fold_c,0.6341443167305237
I.exp_percent_b,2.127659574468085
I.fold_b,0.6071594521887993
I.exp_percent_a,2.127659574468085
I.fold_a,0.6071594521887993
M.ref,180227
M.ref_percent,1.8904655093128715
M.exp_c,1
M.exp_a,2
M.exp_b,1
M.exp_percent_c,2.2222222222222223
M.fold_c,1.1754894290718558
M.exp_percent_b,2.127659574468085
M.fold_b,1.1254686023028406
M.exp_percent_a,4.25531914893617
M.fold_a,2.2509372046056813
F.ref,313090
F.ref_percent,3.284113070243454
F.exp_c,2
F.exp_b,4
F.exp_a,2
F.exp_percent_c,4.444444444444445
F.fold_c,1.3533165117591321
F.exp_percent_b,8.51063829787234
F.fold_b,2.5914571501770616
F.exp_percent_a,4.25531914893617
F.fold_a,1.2957285750885308
X.ref,610
X.ref_percent,0.006398508329389335
X.exp_c,0
X.exp_percent_c,0.0
X.fold_c,0.0
X.exp_b,0
X.exp_percent_b,0.0
X.fold_b,0.0
X.exp_a,0
X.exp_percent_a,0.0
X.fold_a,0.0
